app_slug,tier,scope,module_key,n,r0,r1,r2,r3,top_share,read_nothing,best_rank,ties,pass,fails
supply,intermediate,module,m03-the-tank-farm,15,2,4,5,4,0.3333,0.3056,3,4,True,
supply,intermediate,module,m04-throughput-economics,15,4,4,4,3,0.2667,0.3333,1,3,True,
supply,intermediate,module,m05-the-lane-the-fleet-and-the-station,15,3,5,3,4,0.3333,0.3333,3,7,True,
supply,intermediate,module,m06-the-professional-reading,15,2,4,5,4,0.3333,0.3333,2,3,True,
surveillance,advanced,final,,42,12,12,12,6,0.2857,0.2976,1,2,True,
surveillance,advanced,module,m01-one-ratio-read-two-ways,15,2,5,4,4,0.3333,0.3667,1,1,True,
surveillance,advanced,module,m02-the-column-that-is-never-read,15,3,5,4,3,0.3333,0.3333,1,1,True,
surveillance,advanced,module,m03-the-spellings-of-nothing,15,4,4,3,4,0.2667,0.2667,0,0,True,
surveillance,advanced,module,m04-guards-in-the-wrong-place,15,4,4,5,2,0.3333,0.3333,1,5,True,
surveillance,advanced,module,m05-one-rate-two-phases,15,4,3,4,4,0.2667,0.2667,0,1,True,
surveillance,advanced,module,m06-the-expert-reading,15,4,4,5,2,0.3333,0.3,1,1,True,
surveillance,beginner,final,,42,11,11,10,10,0.2619,0.2619,0,2,True,
surveillance,beginner,module,m01-a-ledger-and-a-question,15,4,3,5,3,0.3333,0.3333,2,1,True,
surveillance,beginner,module,m02-the-producing-day-rate,15,4,4,3,4,0.2667,0.2667,0,0,True,
surveillance,beginner,module,m03-the-ratios-a-row-carries,15,4,3,4,4,0.2667,0.2667,0,1,True,
surveillance,beginner,module,m04-from-rows-to-a-field,15,3,5,3,4,0.3333,0.3333,1,2,True,
surveillance,beginner,module,m05-the-field-kpis,15,4,4,4,3,0.2667,0.2667,0,1,True,
surveillance,beginner,module,m06-the-associate-reading,15,4,4,4,3,0.2667,0.2667,0,2,True,
surveillance,intermediate,final,,42,12,12,8,10,0.2857,0.2857,0,6,True,
surveillance,intermediate,module,m01-two-windows-on-one-well,15,4,2,5,4,0.3333,0.3333,2,1,True,
surveillance,intermediate,module,m02-the-seven-exceptions,15,4,5,3,3,0.3333,0.3333,1,0,True,
surveillance,intermediate,module,m03-the-test-that-carries-a-well,15,4,4,3,4,0.2667,0.2667,0,2,True,
surveillance,intermediate,module,m04-one-meter-many-wells,15,4,4,4,3,0.2667,0.2667,0,0,True,
surveillance,intermediate,module,m05-what-the-meter-and-the-model-say,15,4,4,4,3,0.2667,0.3,0,1,True,
surveillance,intermediate,module,m06-the-professional-reading,15,4,4,3,4,0.2667,0.3,1,2,True,
torquedrag,advanced,final,,42,6,9,16,11,0.381,0.381,2,3,True,
torquedrag,advanced,module,m01-compression,15,2,2,6,5,0.4,0.4,2,2,True,
torquedrag,advanced,module,m02-what-the-pipe-has-left,15,2,2,6,5,0.4,0.4,2,0,True,
torquedrag,advanced,module,m03-casing-wear,15,2,2,6,5,0.4,0.4333,2,1,True,
torquedrag,advanced,module,m04-planning-against-it,15,2,2,6,5,0.4,0.4,2,1,True,
torquedrag,advanced,module,m05-when-the-model-stops,15,2,3,6,4,0.4,0.4,2,0,True,
torquedrag,advanced,module,m06-the-expert-reading,15,2,5,6,2,0.4,0.4667,2,3,True,
torquedrag,beginner,final,,42,6,7,16,13,0.381,0.381,2,3,True,
torquedrag,beginner,module,m01-what-torque-and-drag-is,15,2,2,6,5,0.4,0.4333,2,2,True,
torquedrag,beginner,module,m02-the-soft-string-model,15,2,2,6,5,0.4,0.4,2,1,True,
torquedrag,beginner,module,m03-hookload,15,2,2,6,5,0.4,0.4,2,1,True,
torquedrag,beginner,module,m04-the-operations,15,2,2,6,5,0.4,0.4,2,0,True,
torquedrag,beginner,module,m05-reading-the-output,15,2,4,6,3,0.4,0.4,2,0,True,
torquedrag,beginner,module,m06-the-associate-reading,15,2,2,6,5,0.4,0.4,2,1,True,
torquedrag,intermediate,final,,42,6,7,16,13,0.381,0.381,2,0,True,
torquedrag,intermediate,module,m01-the-friction-factor,15,2,2,6,5,0.4,0.4333,2,2,True,
torquedrag,intermediate,module,m02-torque,15,2,2,6,5,0.4,0.4333,2,3,True,
torquedrag,intermediate,module,m03-side-force,15,2,2,6,5,0.4,0.4,2,0,True,
torquedrag,intermediate,module,m04-calibration,15,2,3,6,4,0.4,0.4,2,0,True,
torquedrag,intermediate,module,m05-against-the-oracle,15,2,2,6,5,0.4,0.4,2,2,True,
torquedrag,intermediate,module,m06-the-professional-reading,15,2,3,6,4,0.4,0.3667,2,1,True,
uncertainty,advanced,final,,42,9,15,10,8,0.3571,0.3452,1,2,True,
uncertainty,advanced,module,m01-one-meaning-of-a-p-label,15,3,6,4,2,0.4,0.4,1,2,True,
uncertainty,advanced,module,m02-the-scenario-builder-monte-carlo,15,4,4,3,4,0.2667,0.2667,0,2,True,
uncertainty,advanced,module,m03-two-percentile-rules,15,3,5,3,4,0.3333,0.3333,1,0,True,
uncertainty,advanced,module,m04-edges-that-used-to-break,15,4,5,2,4,0.3333,0.3333,1,3,True,
uncertainty,advanced,module,m05-numbers-to-distrust,15,4,4,3,4,0.2667,0.2667,0,1,True,
uncertainty,advanced,module,m06-the-expert-reading,15,3,5,3,4,0.3333,0.3,1,5,True,
uncertainty,beginner,final,,42,11,11,10,10,0.2619,0.2619,0,6,True,
uncertainty,beginner,module,m01-what-a-screening-model-is,15,3,4,4,4,0.2667,0.3,1,2,True,
uncertainty,beginner,module,m02-the-case-before-the-numbers,15,3,3,5,4,0.3333,0.3333,2,0,True,
uncertainty,beginner,module,m03-the-royalty-and-tax-ledger,15,3,4,4,4,0.2667,0.2667,1,1,True,
uncertainty,beginner,module,m04-value-from-a-ledger,15,4,3,4,4,0.2667,0.2667,0,0,True,
uncertainty,beginner,module,m05-one-number-becomes-three,15,4,2,5,4,0.3333,0.3,2,3,True,
uncertainty,beginner,module,m06-the-associate-reading,15,3,4,4,4,0.2667,0.2667,1,0,True,
uncertainty,intermediate,final,,42,12,10,10,10,0.2857,0.2976,0,7,True,
uncertainty,intermediate,module,m01-percentiles-are-not-endpoints,15,4,4,4,3,0.2667,0.2667,0,3,True,
uncertainty,intermediate,module,m02-sampling-a-distribution,15,4,3,4,4,0.2667,0.3,0,3,True,
uncertainty,intermediate,module,m03-the-breakeven-price,15,4,4,4,3,0.2667,0.2667,0,4,True,
uncertainty,intermediate,module,m04-reading-the-sample,15,4,4,4,3,0.2667,0.2667,0,2,True,
uncertainty,intermediate,module,m05-the-two-sided-tornado,15,4,4,3,4,0.2667,0.2667,0,1,True,
uncertainty,intermediate,module,m06-the-professional-reading,15,4,4,5,2,0.3333,0.3333,2,2,True,
waterflood,advanced,final,,42,10,16,8,8,0.381,0.3452,1,6,True,
waterflood,advanced,module,m01-heterogeneity,15,3,3,6,3,0.4,0.4333,2,5,True,
waterflood,advanced,module,m02-layered-sweep,15,3,2,6,4,0.4,0.4,2,0,True,
waterflood,advanced,module,m03-areal-sweep,15,3,5,3,4,0.3333,0.3556,1,4,True,
waterflood,advanced,module,m04-the-forecast,15,3,6,2,4,0.4,0.4,1,2,True,
waterflood,advanced,module,m05-forecast-against-field,15,4,4,4,3,0.2667,0.3333,0,5,True,
waterflood,advanced,module,m06-the-expert-reading,15,3,6,2,4,0.4,0.4,1,0,True,
waterflood,beginner,final,,42,9,16,10,7,0.381,0.369,1,3,True,
waterflood,beginner,module,m01-what-a-waterflood-is,15,4,5,3,3,0.3333,0.3333,1,0,True,
waterflood,beginner,module,m02-voidage,15,4,3,5,3,0.3333,0.3,2,4,True,
waterflood,beginner,module,m03-reading-vrr,15,4,6,2,3,0.4,0.4,1,0,True,
waterflood,beginner,module,m04-pressure,15,4,5,2,4,0.3333,0.3667,1,1,True,
waterflood,beginner,module,m05-the-ledger-in-practice,15,3,6,3,3,0.4,0.4,1,0,True,
waterflood,beginner,module,m06-the-associate-reading,15,4,4,4,3,0.2667,0.3,1,2,True,
waterflood,intermediate,final,,42,9,16,6,11,0.381,0.369,1,3,True,
waterflood,intermediate,module,m01-allocation,15,4,5,3,3,0.3333,0.3333,1,0,True,
waterflood,intermediate,module,m02-pattern-vrr,15,2,6,5,2,0.4,0.4,1,0,True,
waterflood,intermediate,module,m03-advice,15,4,3,5,3,0.3333,0.3333,2,2,True,
waterflood,intermediate,module,m04-injectivity,15,3,6,2,4,0.4,0.4,1,0,True,
waterflood,intermediate,module,m05-water-arrival,15,4,6,3,2,0.4,0.4,1,0,True,
waterflood,intermediate,module,m06-the-professional-reading,15,4,6,3,2,0.4,0.4,1,0,True,
wellcontrol,advanced,final,,42,6,6,16,14,0.381,0.381,2,3,True,
wellcontrol,advanced,module,m01-maasp,15,2,3,6,4,0.4,0.4333,2,1,True,
wellcontrol,advanced,module,m02-kick-tolerance,15,2,4,6,3,0.4,0.4333,2,2,True,
wellcontrol,advanced,module,m03-the-bubble,15,2,2,6,5,0.4,0.4,2,0,True,
wellcontrol,advanced,module,m04-planning-with-it,15,2,2,6,5,0.4,0.4,2,2,True,
wellcontrol,advanced,module,m05-the-edges-of-the-model,15,2,2,6,5,0.4,0.4333,2,2,True,
wellcontrol,advanced,module,m06-the-expert-reading,15,2,2,6,5,0.4,0.4,2,0,True,
wellcontrol,beginner,final,,42,6,6,16,14,0.381,0.3929,2,5,True,
wellcontrol,beginner,module,m01-what-a-kick-is,15,2,2,6,5,0.4,0.4,2,1,True,
wellcontrol,beginner,module,m02-volumes-and-strokes,15,2,2,6,5,0.4,0.4,2,1,True,
wellcontrol,beginner,module,m03-the-shut-in-pressures,15,2,2,6,5,0.4,0.4,2,1,True,
wellcontrol,beginner,module,m04-the-kill-mud,15,2,2,6,5,0.4,0.4,2,3,True,
wellcontrol,beginner,module,m05-circulating-it-out,15,2,2,6,5,0.4,0.4,2,2,True,
wellcontrol,beginner,module,m06-the-associate-reading,15,2,2,6,5,0.4,0.4,2,0,True,
wellcontrol,intermediate,final,,42,6,6,16,14,0.381,0.381,2,4,True,
wellcontrol,intermediate,module,m01-the-kill-sheet,15,2,2,6,5,0.4,0.4,2,3,True,
wellcontrol,intermediate,module,m02-what-the-influx-is,15,2,2,6,5,0.4,0.4,2,1,True,
wellcontrol,intermediate,module,m03-holding-bottom-hole-pressure,15,2,2,6,5,0.4,0.4,2,1,True,
wellcontrol,intermediate,module,m04-reading-the-sheet-back,15,2,2,6,5,0.4,0.4,2,1,True,
wellcontrol,intermediate,module,m05-against-the-oracle,15,2,2,6,5,0.4,0.4,2,0,True,
wellcontrol,intermediate,module,m06-the-professional-reading,15,2,2,6,5,0.4,0.4,2,1,True,
wellcorrelation,advanced,final,,42,11,11,10,10,0.2619,0.2619,0,1,True,
wellcorrelation,advanced,module,m01-predicting-a-missing-pick,15,4,4,4,3,0.2667,0.2667,0,0,True,
wellcorrelation,advanced,module,m02-the-layer-cake-estimate,15,4,4,4,3,0.2667,0.2667,0,0,True,
wellcorrelation,advanced,module,m03-projecting-from-a-nearer-marker,15,4,4,4,3,0.2667,0.2667,0,0,True,
wellcorrelation,advanced,module,m04-the-spread,15,4,4,3,4,0.2667,0.2667,0,0,True,
wellcorrelation,advanced,module,m05-relief-against-uncertainty,15,4,4,4,3,0.2667,0.2667,0,0,True,
wellcorrelation,advanced,module,m06-the-prediction-workflow,15,4,4,4,3,0.2667,0.2667,0,0,True,
wellcorrelation,beginner,final,,42,16,11,8,7,0.381,0.3829,0,20,True,
wellcorrelation,beginner,module,m01-correlation-and-the-section,15,6,4,2,3,0.4,0.3889,0,6,True,
wellcorrelation,beginner,module,m02-formation-tops,15,6,4,2,3,0.4,0.3833,0,6,True,
wellcorrelation,beginner,module,m03-the-structural-section,15,5,4,2,4,0.3333,0.3444,0,9,True,
wellcorrelation,beginner,module,m04-flattening-and-datums,15,6,2,2,5,0.4,0.3056,0,9,True,
wellcorrelation,beginner,module,m05-zones-and-correlation-lines,15,6,4,3,2,0.4,0.45,0,4,True,
wellcorrelation,beginner,module,m06-the-correlation-workflow,15,6,2,4,3,0.4,0.4,0,0,True,
wellcorrelation,intermediate,final,,42,12,11,10,9,0.2857,0.2857,0,2,True,
wellcorrelation,intermediate,module,m01-from-reading-to-flattening,15,4,4,3,4,0.2667,0.2667,0,0,True,
wellcorrelation,intermediate,module,m02-choosing-a-datum,15,4,4,4,3,0.2667,0.2667,0,0,True,
wellcorrelation,intermediate,module,m03-displayed-depth,15,4,4,4,3,0.2667,0.2667,0,2,True,
wellcorrelation,intermediate,module,m04-growth,15,4,4,3,4,0.2667,0.2667,0,3,True,
wellcorrelation,intermediate,module,m05-missing-tops,15,4,4,4,3,0.2667,0.2667,0,1,True,
wellcorrelation,intermediate,module,m06-the-flattening-workflow,15,4,4,4,3,0.2667,0.2667,0,1,True,
wellcost,advanced,final,,42,6,16,14,6,0.381,0.369,1,2,True,
wellcost,advanced,module,m01-the-cost-time-curve,15,2,6,5,2,0.4,0.4,1,1,True,
wellcost,advanced,module,m02-the-endpoint-identity,15,2,6,5,2,0.4,0.4,1,0,True,
wellcost,advanced,module,m03-uncertainty,15,2,6,5,2,0.4,0.4,1,0,True,
wellcost,advanced,module,m04-why-convexity-bites,15,2,6,5,2,0.4,0.4,1,0,True,
wellcost,advanced,module,m05-reading-a-risked-result,15,2,6,5,2,0.4,0.4,1,0,True,
wellcost,advanced,module,m06-the-expert-reading,15,2,6,5,2,0.4,0.4,1,0,True,
wellcost,beginner,final,,42,6,16,14,6,0.381,0.369,1,3,True,
wellcost,beginner,module,m01-what-this-course-decides,15,2,6,5,2,0.4,0.4,1,0,True,
wellcost,beginner,module,m02-the-activity,15,2,6,5,2,0.4,0.4,1,2,True,
wellcost,beginner,module,m03-the-closed-forms,15,2,6,5,2,0.4,0.4,1,1,True,
wellcost,beginner,module,m04-productive-and-non-productive,15,5,6,2,2,0.4,0.4,1,0,True,
wellcost,beginner,module,m05-rolling-up-a-programme,15,2,6,5,2,0.4,0.4,1,0,True,
wellcost,beginner,module,m06-the-associate-reading,15,2,6,5,2,0.4,0.4,1,0,True,
wellcost,intermediate,final,,42,6,16,14,6,0.381,0.369,1,2,True,
wellcost,intermediate,module,m01-an-afe-is-a-structure,15,2,6,5,2,0.4,0.4,1,1,True,
wellcost,intermediate,module,m02-the-three-cost-bases,15,3,6,4,2,0.4,0.4,1,0,True,
wellcost,intermediate,module,m03-tangible-and-intangible,15,3,6,4,2,0.4,0.4,1,1,True,
wellcost,intermediate,module,m04-contingency,15,2,6,5,2,0.4,0.4,1,2,True,
wellcost,intermediate,module,m05-cost-per-metre,15,2,6,5,2,0.4,0.4,1,0,True,
wellcost,intermediate,module,m06-the-professional-reading,15,2,6,5,2,0.4,0.4,1,1,True,
welldata,advanced,final,,42,12,10,11,9,0.2857,0.2857,0,2,True,
welldata,advanced,module,m01-the-campaign,15,4,4,4,3,0.2667,0.2667,0,2,True,
welldata,advanced,module,m02-counting-curves,15,4,4,4,3,0.2667,0.2667,0,2,True,
welldata,advanced,module,m03-finding-the-exceptions,15,4,4,4,3,0.2667,0.2667,0,0,True,
welldata,advanced,module,m04-aggregates-hide-composition,15,4,4,4,3,0.2667,0.2667,0,0,True,
welldata,advanced,module,m05-the-wrapped-file,15,4,4,4,3,0.2667,0.2667,0,0,True,
welldata,advanced,module,m06-the-campaign-workflow,15,4,4,4,3,0.2667,0.2667,0,0,True,
welldata,beginner,final,,42,16,9,7,10,0.381,0.4087,0,12,True,
welldata,beginner,module,m01-well-data-and-the-registry,15,6,5,2,2,0.4,0.3556,0,5,True,
welldata,beginner,module,m02-the-las-format,15,5,2,3,5,0.3333,0.35,0,7,True,
welldata,beginner,module,m03-depth-units-and-steps,15,6,4,2,3,0.4,0.3889,0,6,True,
welldata,beginner,module,m04-nulls-and-data-quality,15,6,2,3,4,0.4,0.4,0,3,True,
welldata,beginner,module,m05-headers-and-metadata,15,6,4,3,2,0.4,0.4,0,2,True,
welldata,beginner,module,m06-the-qc-workflow,15,6,4,2,3,0.4,0.3833,0,2,True,
welldata,intermediate,final,,42,11,12,9,10,0.2857,0.2857,1,4,True,
welldata,intermediate,module,m01-from-qc-to-import,15,4,4,3,4,0.2667,0.2667,0,3,True,
welldata,intermediate,module,m02-depth-units,15,4,4,4,3,0.2667,0.2667,0,2,True,
welldata,intermediate,module,m03-curve-units,15,4,4,4,3,0.2667,0.2667,0,1,True,
welldata,intermediate,module,m04-curve-kinds,15,4,2,5,4,0.3333,0.3,2,3,True,
welldata,intermediate,module,m05-step-uniformity,15,4,4,4,3,0.2667,0.3333,1,3,True,
welldata,intermediate,module,m06-the-import-workflow,15,4,4,4,3,0.2667,0.2667,0,2,True,
welldesign,advanced,final,,42,6,6,16,14,0.381,0.381,2,2,True,
welldesign,advanced,module,m01-two-wells-in-one-frame,15,2,2,6,5,0.4,0.4,2,0,True,
welldesign,advanced,module,m02-the-separation-factor,15,2,3,6,4,0.4,0.4,2,0,True,
welldesign,advanced,module,m03-what-it-moves-with,15,2,2,6,5,0.4,0.4222,2,2,True,
welldesign,advanced,module,m04-the-reference-frame,15,2,2,6,5,0.4,0.4,2,1,True,
welldesign,advanced,module,m05-reporting-and-its-limits,15,2,2,6,5,0.4,0.4,2,1,True,
welldesign,advanced,module,m06-the-expert-reading,15,2,3,6,4,0.4,0.4,2,0,True,
welldesign,beginner,final,,42,6,6,16,14,0.381,0.381,2,2,True,
welldesign,beginner,module,m01-what-a-survey-is,15,4,2,5,4,0.3333,0.3333,2,1,True,
welldesign,beginner,module,m02-minimum-curvature,15,2,2,6,5,0.4,0.3667,2,1,True,
welldesign,beginner,module,m03-reading-the-survey-table,15,2,2,6,5,0.4,0.4,2,1,True,
welldesign,beginner,module,m04-designing-a-trajectory,15,2,4,6,3,0.4,0.4,2,0,True,
welldesign,beginner,module,m05-compiling-and-checking,15,2,2,6,5,0.4,0.4,2,1,True,
welldesign,beginner,module,m06-the-associate-reading,15,2,2,6,5,0.4,0.4,2,0,True,
welldesign,intermediate,final,,42,6,8,16,12,0.381,0.381,2,3,True,
welldesign,intermediate,module,m01-why-a-position-is-uncertain,15,2,2,6,5,0.4,0.4,2,0,True,
welldesign,intermediate,module,m02-the-iscwsa-model,15,2,2,6,5,0.4,0.4,2,1,True,
welldesign,intermediate,module,m03-reading-the-covariance,15,2,2,6,5,0.4,0.4333,2,2,True,
welldesign,intermediate,module,m04-the-budget,15,2,2,6,5,0.4,0.4,2,1,True,
welldesign,intermediate,module,m05-using-the-number,15,2,2,6,5,0.4,0.4333,2,4,True,
welldesign,intermediate,module,m06-the-professional-reading,15,2,2,6,5,0.4,0.4,2,0,True,
welltest,advanced,final,,42,12,7,12,11,0.2857,0.2738,0,8,True,
welltest,advanced,module,m01-regression,15,4,3,5,3,0.3333,0.2667,0,3,True,
welltest,advanced,module,m02-what-a-fit-cannot-tell-you,15,4,5,2,4,0.3333,0.3,0,3,True,
welltest,advanced,module,m03-rate-history,15,3,3,6,3,0.4,0.4333,2,4,True,
welltest,advanced,module,m04-gas,15,4,5,2,4,0.3333,0.3,1,3,True,
welltest,advanced,module,m05-rate-transient-analysis,15,4,3,4,4,0.2667,0.3,3,4,True,
welltest,advanced,module,m06-the-expert-reading,15,4,4,3,4,0.2667,0.3,0,4,True,
welltest,beginner,final,,42,12,8,11,11,0.2857,0.2738,0,12,True,
welltest,beginner,module,m01-what-a-well-test-is,15,2,2,6,5,0.4,0.3667,2,4,True,
welltest,beginner,module,m02-the-radial-straight-line,15,4,6,2,3,0.4,0.4,1,3,True,
welltest,beginner,module,m03-skin,15,4,6,2,3,0.4,0.3667,1,4,True,
welltest,beginner,module,m04-buildup-horner-and-mdh,15,3,2,6,4,0.4,0.4,2,3,True,
welltest,beginner,module,m05-choosing-the-line,15,4,5,2,4,0.3333,0.3,1,3,True,
welltest,beginner,module,m06-the-associate-reading,15,2,5,4,4,0.3333,0.3333,1,6,True,
welltest,intermediate,final,,42,11,13,6,12,0.3095,0.2857,1,12,True,
welltest,intermediate,module,m01-the-derivative,15,4,5,2,4,0.3333,0.3333,1,0,True,
welltest,intermediate,module,m02-reading-shapes,15,4,4,5,2,0.3333,0.3667,2,1,True,
welltest,intermediate,module,m03-boundaries,15,4,5,2,4,0.3333,0.3667,1,1,True,
welltest,intermediate,module,m04-the-well-itself,15,4,6,2,3,0.4,0.4,1,0,True,
welltest,intermediate,module,m05-heterogeneity-and-data,15,3,4,4,4,0.2667,0.3,3,8,True,
welltest,intermediate,module,m06-the-professional-reading,15,3,6,2,4,0.4,0.3556,1,5,True,
