app_slug,tier,scope,module_key,n,r0,r1,r2,r3,top_share,read_nothing,best_rank,ties,pass,fails
intervention,advanced,module,m06-the-expert-reading,15,4,5,3,3,0.3333,0.3333,1,2,True,
intervention,beginner,final,,42,10,8,13,11,0.3095,0.2976,2,3,True,
intervention,beginner,module,m01-a-well-that-makes-water,15,4,3,5,3,0.3333,0.3333,2,0,True,
intervention,beginner,module,m02-the-straight-line,15,3,3,5,4,0.3333,0.3333,2,0,True,
intervention,beginner,module,m03-reading-the-fit,15,2,4,5,4,0.3333,0.3333,2,0,True,
intervention,beginner,module,m04-the-geometry-group,15,3,4,5,3,0.3333,0.3,2,3,True,
intervention,beginner,module,m05-four-pictures,15,4,2,5,4,0.3333,0.3333,2,0,True,
intervention,beginner,module,m06-the-associate-reading,15,3,4,4,4,0.2667,0.2667,1,0,True,
intervention,intermediate,final,,42,12,12,8,10,0.2857,0.2976,1,2,True,
intervention,intermediate,module,m01-the-late-window,15,4,4,4,3,0.2667,0.2667,0,1,True,
intervention,intermediate,module,m02-the-diagnosis,15,3,6,3,3,0.4,0.4,1,2,True,
intervention,intermediate,module,m03-what-removing-skin-is-worth,15,4,4,3,4,0.2667,0.2667,0,3,True,
intervention,intermediate,module,m04-the-water-gate,15,4,4,4,3,0.2667,0.2667,0,1,True,
intervention,intermediate,module,m05-the-gas-side,15,4,4,4,3,0.2667,0.3,2,3,True,
intervention,intermediate,module,m06-the-professional-reading,15,4,5,4,2,0.3333,0.3,0,2,True,
linesizing,advanced,final,,42,10,8,13,11,0.3095,0.2976,2,6,True,
linesizing,advanced,module,m01-the-wall-a-code-demands,15,4,5,4,2,0.3333,0.3333,1,0,True,
linesizing,advanced,module,m02-the-pig-and-what-it-pushes,15,3,4,5,3,0.3333,0.3333,2,1,True,
linesizing,advanced,module,m03-where-the-correlations-stop,15,2,4,5,4,0.3333,0.3333,2,2,True,
linesizing,advanced,module,m04-what-a-refusal-is,15,3,5,3,4,0.3333,0.3,1,2,True,
linesizing,advanced,module,m05-what-the-method-does-not-know,15,4,5,2,4,0.3333,0.3,0,2,True,
linesizing,advanced,module,m06-the-expert-reading,15,3,3,5,4,0.3333,0.3333,2,3,True,
linesizing,beginner,final,,42,8,10,12,12,0.2857,0.2976,2,1,True,
linesizing,beginner,module,m01-what-a-line-sizing-engine-does,15,4,5,3,3,0.3333,0.3,0,1,True,
linesizing,beginner,module,m02-velocity-reynolds-and-friction,15,2,4,5,4,0.3333,0.3333,2,0,True,
linesizing,beginner,module,m03-three-losses-kept-apart,15,2,4,5,4,0.3333,0.3333,2,0,True,
linesizing,beginner,module,m04-the-erosional-limit,15,2,4,5,4,0.3333,0.3333,2,2,True,
linesizing,beginner,module,m05-choosing-a-bore,15,2,4,5,4,0.3333,0.3333,2,2,True,
linesizing,beginner,module,m06-the-associate-reading,15,2,4,5,4,0.3333,0.3333,2,1,True,
linesizing,intermediate,final,,42,11,8,13,10,0.3095,0.2976,2,3,True,
linesizing,intermediate,module,m01-a-gas-line-is-not-a-liquid-line,15,3,3,5,4,0.3333,0.3333,2,0,True,
linesizing,intermediate,module,m02-the-four-transmission-forms,15,4,5,2,4,0.3333,0.3333,1,2,True,
linesizing,intermediate,module,m03-the-elevation-adjustment,15,2,5,4,4,0.3333,0.3333,1,1,True,
linesizing,intermediate,module,m04-the-outlet-pressure,15,4,3,5,3,0.3333,0.3333,2,0,True,
linesizing,intermediate,module,m05-marching-a-profile,15,3,3,6,3,0.4,0.3667,2,2,True,
linesizing,intermediate,module,m06-the-professional-reading,15,4,3,4,4,0.2667,0.2667,0,0,True,
lopa,advanced,final,,42,10,11,11,10,0.2619,0.2738,1,7,True,
lopa,advanced,module,m01-the-proof-test-interval,15,4,3,4,4,0.2667,0.2667,0,2,True,
lopa,advanced,module,m02-imperfect-proof-testing,15,4,4,3,4,0.2667,0.2667,0,3,True,
lopa,advanced,module,m03-how-conservative-annex-b-is,15,4,4,4,3,0.2667,0.3,1,3,True,
lopa,advanced,module,m04-the-published-example-and-its-inferences,15,4,3,5,3,0.3333,0.3333,2,0,True,
lopa,advanced,module,m05-what-the-engine-does-not-do,15,4,4,4,3,0.2667,0.2667,0,2,True,
lopa,advanced,module,m06-judgement-end-to-end,15,4,5,3,3,0.3333,0.3333,1,4,True,
lopa,beginner,final,,42,11,11,10,10,0.2619,0.2619,0,6,True,
lopa,beginner,module,m01-a-scenario-and-its-frequency,15,3,3,5,4,0.3333,0.3333,2,0,True,
lopa,beginner,module,m02-enabling-conditions-and-modifiers,15,3,4,5,3,0.3333,0.2667,1,4,True,
lopa,beginner,module,m03-independent-protection-layers,15,3,4,5,3,0.3333,0.3667,2,2,True,
lopa,beginner,module,m04-the-tolerable-frequency-and-the-gap,15,3,4,5,3,0.3333,0.3333,2,2,True,
lopa,beginner,module,m05-outcome-states-and-the-decade,15,3,4,5,3,0.3333,0.3333,2,1,True,
lopa,beginner,module,m06-one-worksheet-end-to-end,15,3,3,5,4,0.3333,0.3333,2,0,True,
lopa,intermediate,final,,42,9,12,13,8,0.3095,0.2976,1,22,True,
lopa,intermediate,module,m01-pfdavg-and-the-simplified-forms,15,4,3,4,4,0.2667,0.3167,0,8,True,
lopa,intermediate,module,m02-the-full-annex-b-form,15,3,4,4,4,0.2667,0.2833,1,14,True,
lopa,intermediate,module,m03-common-cause-and-the-beta-factor,15,3,4,4,4,0.2667,0.2667,1,9,True,
lopa,intermediate,module,m04-the-architectures,15,3,4,4,4,0.2667,0.2833,2,9,True,
lopa,intermediate,module,m05-the-sif-is-a-sum,15,3,4,4,4,0.2667,0.3,3,9,True,
lopa,intermediate,module,m06-a-published-sif-reproduced,15,3,3,5,4,0.3333,0.3,2,11,True,
mapping,advanced,final,,42,9,9,13,11,0.3095,0.2976,2,5,True,
mapping,advanced,module,m01-is-the-map-any-good,15,3,6,3,3,0.4,0.4,1,3,True,
mapping,advanced,module,m02-leave-one-out,15,4,2,5,4,0.3333,0.3333,2,2,True,
mapping,advanced,module,m03-the-blind-test,15,3,5,3,4,0.3333,0.2889,3,2,True,
mapping,advanced,module,m04-what-the-new-well-changed,15,4,4,3,4,0.2667,0.2667,2,5,True,
mapping,advanced,module,m05-an-uncertainty-you-can-quote,15,4,2,5,4,0.3333,0.3333,2,2,True,
mapping,advanced,module,m06-the-validation-workflow,15,6,3,2,4,0.4,0.4,0,3,True,
mapping,beginner,final,,42,12,11,10,9,0.2857,0.2738,0,4,True,
mapping,beginner,module,m01-maps-and-control-points,15,2,4,6,3,0.4,0.3167,2,4,True,
mapping,beginner,module,m02-the-grid,15,4,3,4,4,0.2667,0.2889,3,2,True,
mapping,beginner,module,m03-interpolation,15,4,4,3,4,0.2667,0.2667,0,1,True,
mapping,beginner,module,m04-extrapolation-and-honesty,15,4,4,3,4,0.2667,0.2667,0,1,True,
mapping,beginner,module,m05-reading-the-map,15,4,4,3,4,0.2667,0.2667,0,0,True,
mapping,beginner,module,m06-the-mapping-workflow,15,4,4,4,3,0.2667,0.2833,1,2,True,
mapping,intermediate,final,,42,10,11,13,8,0.3095,0.3274,2,10,True,
mapping,intermediate,module,m01-a-second-surface,15,4,5,2,4,0.3333,0.3333,1,3,True,
mapping,intermediate,module,m02-subtracting-grids,15,4,2,4,5,0.3333,0.3333,3,0,True,
mapping,intermediate,module,m03-reading-the-thickness-map,15,3,2,5,5,0.3333,0.3667,3,2,True,
mapping,intermediate,module,m04-two-honest-means,15,6,4,3,2,0.4,0.4,0,0,True,
mapping,intermediate,module,m05-what-an-isochore-is-for,15,4,2,5,4,0.3333,0.3333,2,2,True,
mapping,intermediate,module,m06-the-isochore-workflow,15,3,6,4,2,0.4,0.4333,1,2,True,
mbal,advanced,final,,42,6,16,14,6,0.381,0.3571,1,5,True,
mbal,advanced,module,m01-the-finite-aquifer,15,3,6,3,3,0.4,0.4,1,4,True,
mbal,advanced,module,m02-carter-tracy,15,4,5,2,4,0.3333,0.3667,1,2,True,
mbal,advanced,module,m03-combination-drive,15,4,6,2,3,0.4,0.4,1,3,True,
mbal,advanced,module,m04-history-matching,15,4,6,3,2,0.4,0.4,1,4,True,
mbal,advanced,module,m05-validation-tiers,15,4,2,5,4,0.3333,0.3333,2,0,True,
mbal,advanced,module,m06-the-expert-reading,15,2,3,6,4,0.4,0.4,2,4,True,
mbal,beginner,final,,42,11,7,13,11,0.3095,0.2937,2,17,True,
mbal,beginner,module,m01-the-tank-idea,15,2,5,6,2,0.4,0.4,2,1,True,
mbal,beginner,module,m02-the-terms,15,2,5,5,3,0.3333,0.3667,2,1,True,
mbal,beginner,module,m03-the-straight-line,15,4,3,4,4,0.2667,0.2667,0,1,True,
mbal,beginner,module,m04-drive-indices,15,2,6,3,4,0.4,0.3889,1,4,True,
mbal,beginner,module,m05-the-reconciliation,15,3,4,5,3,0.3333,0.3,1,5,True,
mbal,beginner,module,m06-the-associate-reading,15,3,4,6,2,0.4,0.4,2,3,True,
mbal,intermediate,final,,42,6,16,10,10,0.381,0.381,1,9,True,
mbal,intermediate,module,m01-water-arrives,15,4,3,6,2,0.4,0.3556,2,3,True,
mbal,intermediate,module,m02-the-pot-aquifer,15,4,3,5,3,0.3333,0.3333,2,1,True,
mbal,intermediate,module,m03-fetkovich,15,2,6,4,3,0.4,0.4222,1,5,True,
mbal,intermediate,module,m04-gas-and-p-over-z,15,3,6,4,2,0.4,0.4,1,4,True,
mbal,intermediate,module,m05-pvt-and-precedence,15,2,6,5,2,0.4,0.3333,1,4,True,
mbal,intermediate,module,m06-the-professional-reading,15,2,5,6,2,0.4,0.4333,2,5,True,
metering,advanced,final,,42,10,9,11,12,0.2857,0.2738,3,6,True,
metering,advanced,module,m01-the-tank-and-its-geometry,15,4,4,4,3,0.2667,0.2667,0,0,True,
metering,advanced,module,m02-the-shell-and-what-governs,15,4,4,4,3,0.2667,0.2667,0,1,True,
metering,advanced,module,m03-normal-venting,15,4,4,4,3,0.2667,0.2667,0,1,True,
metering,advanced,module,m04-the-fire-case-and-the-withheld-vent,15,4,5,3,3,0.3333,0.3333,1,4,True,
metering,advanced,module,m05-losses-and-what-control-saves,15,4,4,4,3,0.2667,0.2667,0,1,True,
metering,advanced,module,m06-the-register-and-the-refusals,15,4,4,4,3,0.2667,0.2667,0,0,True,
metering,beginner,final,,42,9,9,12,12,0.2857,0.3393,3,19,True,
metering,beginner,module,m01-one-orifice-run-end-to-end,15,3,5,4,3,0.3333,0.3333,1,3,True,
metering,beginner,module,m02-the-discharge-coefficient,15,4,4,3,4,0.2667,0.2667,0,0,True,
metering,beginner,module,m03-compressibility-and-differentials,15,3,4,4,4,0.2667,0.2667,1,0,True,
metering,beginner,module,m04-permanent-loss-turbines-and-straight-run,15,3,5,3,4,0.3333,0.3333,1,0,True,
metering,beginner,module,m05-the-transmitter-and-turndown,15,3,5,3,4,0.3333,0.3333,1,0,True,
metering,beginner,module,m06-the-uncertainty-budget,15,3,5,3,4,0.3333,0.3333,1,0,True,
metering,intermediate,final,,42,10,7,13,12,0.3095,0.2937,3,22,True,
metering,intermediate,module,m01-the-choking-boundary,15,3,5,4,3,0.3333,0.3056,1,2,True,
metering,intermediate,module,m02-cavitation-and-the-screen,15,4,3,5,3,0.3333,0.3,2,4,True,
metering,intermediate,module,m03-gas-sizing-and-whose-table,15,3,5,3,4,0.3333,0.3389,1,7,True,
metering,intermediate,module,m04-authority-and-the-characteristic,15,4,4,3,4,0.2667,0.3222,0,6,True,
metering,intermediate,module,m05-noise-as-an-indication,15,4,4,3,4,0.2667,0.2889,3,5,True,
metering,intermediate,module,m06-travel-rangeability-and-the-verdict,15,2,6,4,3,0.4,0.2778,2,8,True,
network,advanced,final,,42,11,10,10,11,0.2619,0.2619,0,4,True,
network,advanced,module,m01-a-node-nothing-depends-on,15,4,3,4,4,0.2667,0.3,2,2,True,
network,advanced,module,m02-two-masses-under-one-word,15,4,4,3,4,0.2667,0.2667,0,1,True,
network,advanced,module,m03-the-answer-and-the-guess,15,4,5,3,3,0.3333,0.3,0,2,True,
network,advanced,module,m04-what-convergence-reports,15,4,5,3,3,0.3333,0.3333,1,1,True,
network,advanced,module,m05-cusps-and-rankings,15,4,5,3,3,0.3333,0.3333,1,0,True,
network,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.2667,0,2,True,
network,beginner,final,,42,12,9,9,12,0.2857,0.2857,0,2,True,
network,beginner,module,m01-a-gathering-system,15,4,4,4,3,0.2667,0.2667,0,0,True,
network,beginner,module,m02-the-line-and-what-it-holds,15,3,5,4,3,0.3333,0.3333,1,0,True,
network,beginner,module,m03-fittings-as-pipe,15,3,4,4,4,0.2667,0.2667,1,0,True,
network,beginner,module,m04-nodes-and-branches,15,4,4,4,3,0.2667,0.2667,0,2,True,
network,beginner,module,m05-one-well-on-its-own,15,3,4,4,4,0.2667,0.2667,1,1,True,
network,beginner,module,m06-the-associate-reading,15,3,4,4,4,0.2667,0.2667,2,2,True,
network,intermediate,final,,42,11,12,9,10,0.2857,0.2738,1,7,True,
network,intermediate,module,m01-the-solve,15,4,4,4,3,0.2667,0.3,0,2,True,
network,intermediate,module,m02-loops-and-directions,15,4,4,5,2,0.3333,0.3222,2,2,True,
network,intermediate,module,m03-wells-fight,15,4,4,4,3,0.2667,0.2667,0,0,True,
network,intermediate,module,m04-streams,15,4,4,3,4,0.2667,0.2667,0,1,True,
network,intermediate,module,m05-reading-the-result,15,4,3,5,3,0.3333,0.3333,2,0,True,
network,intermediate,module,m06-the-professional-reading,15,4,5,3,3,0.3333,0.3,1,2,True,
nodal,advanced,final,,42,9,14,10,9,0.3333,0.3095,1,5,True,
nodal,advanced,module,m01-the-node,15,3,6,3,3,0.4,0.4,1,0,True,
nodal,advanced,module,m02-two-crossings,15,3,6,3,3,0.4,0.4,1,0,True,
nodal,advanced,module,m03-stability,15,4,4,4,3,0.2667,0.2667,0,0,True,
nodal,advanced,module,m04-the-scan-that-cannot-see,15,3,5,3,4,0.3333,0.3333,1,0,True,
nodal,advanced,module,m05-sweeping-a-decision,15,4,4,4,3,0.2667,0.2667,0,2,True,
nodal,advanced,module,m06-the-expert-reading,15,4,4,4,3,0.2667,0.2667,0,0,True,
nodal,beginner,final,,42,11,11,10,10,0.2619,0.2619,0,1,True,
nodal,beginner,module,m01-what-a-well-can-deliver,15,4,4,4,3,0.2667,0.2667,0,0,True,
nodal,beginner,module,m02-the-straight-line,15,4,4,4,3,0.2667,0.2667,0,0,True,
nodal,beginner,module,m03-below-the-bubble-point,15,4,4,4,3,0.2667,0.2667,0,2,True,
nodal,beginner,module,m04-reading-the-curve-both-ways,15,4,4,4,3,0.2667,0.2667,0,0,True,
nodal,beginner,module,m05-absolute-open-flow,15,4,4,4,3,0.2667,0.2667,0,0,True,
nodal,beginner,module,m06-the-associate-reading,15,4,4,4,3,0.2667,0.2667,0,1,True,
nodal,intermediate,final,,42,11,11,10,10,0.2619,0.2619,0,1,True,
nodal,intermediate,module,m01-the-column-pushes-back,15,4,4,4,3,0.2667,0.3,1,1,True,
nodal,intermediate,module,m02-the-j-shape,15,4,4,4,3,0.2667,0.2667,0,0,True,
nodal,intermediate,module,m03-what-moves-the-curve,15,4,4,4,3,0.2667,0.2667,0,0,True,
nodal,intermediate,module,m04-the-gas-column,15,4,4,4,3,0.2667,0.3,1,2,True,
nodal,intermediate,module,m05-the-injection-pressure,15,4,4,4,3,0.2667,0.2667,0,1,True,
nodal,intermediate,module,m06-the-professional-reading,15,4,4,4,3,0.2667,0.2667,0,0,True,
perfsand,advanced,final,,42,6,16,14,6,0.381,0.381,1,2,True,
perfsand,advanced,module,m01-choosing-a-completion-type,15,2,6,5,2,0.4,0.4,1,0,True,
perfsand,advanced,module,m02-gravel,15,2,6,5,2,0.4,0.4,1,1,True,
perfsand,advanced,module,m03-screens,15,2,6,5,2,0.4,0.4,1,1,True,
perfsand,advanced,module,m04-sanding-onset,15,2,6,5,2,0.4,0.4,1,0,True,
perfsand,advanced,module,m05-the-sweep-and-the-missing-row,15,2,6,5,2,0.4,0.4,1,1,True,
perfsand,advanced,module,m06-the-expert-reading,15,2,6,5,2,0.4,0.4,1,0,True,
perfsand,beginner,final,,42,6,9,16,11,0.381,0.3929,2,4,True,
perfsand,beginner,module,m01-what-this-course-decides,15,2,2,6,5,0.4,0.4,2,2,True,
perfsand,beginner,module,m02-the-shot,15,2,2,6,5,0.4,0.4,2,2,True,
perfsand,beginner,module,m03-the-geometry-the-charge-leaves,15,2,2,6,5,0.4,0.4,2,0,True,
perfsand,beginner,module,m04-the-sand-sample,15,2,2,6,5,0.4,0.4,2,1,True,
perfsand,beginner,module,m05-uniformity-and-fines,15,2,2,6,5,0.4,0.4,2,0,True,
perfsand,beginner,module,m06-the-associate-reading,15,2,2,6,5,0.4,0.4,2,0,True,
perfsand,intermediate,final,,42,6,16,14,6,0.381,0.381,1,1,True,
perfsand,intermediate,module,m01-skin-and-what-it-is-not,15,2,2,6,5,0.4,0.4,2,0,True,
perfsand,intermediate,module,m02-the-four-components,15,3,6,4,2,0.4,0.4333,1,2,True,
perfsand,intermediate,module,m03-reading-the-catalog,15,2,6,5,2,0.4,0.4,1,0,True,
perfsand,intermediate,module,m04-productivity-ratio,15,2,6,5,2,0.4,0.4,1,0,True,
perfsand,intermediate,module,m05-where-the-correlation-stops,15,2,6,5,2,0.4,0.4,1,1,True,
perfsand,intermediate,module,m06-the-professional-reading,15,2,6,5,2,0.4,0.4,1,1,True,
petrophysics,advanced,final,,42,16,13,7,6,0.381,0.4008,0,6,True,
petrophysics,advanced,module,m01-the-rw-problem,15,6,4,3,2,0.4,0.3667,0,7,True,
petrophysics,advanced,module,m02-temperature-and-the-arps-correction,15,6,4,3,2,0.4,0.4333,0,6,True,
petrophysics,advanced,module,m03-the-sp-quicklook,15,6,4,3,2,0.4,0.4889,0,6,True,
petrophysics,advanced,module,m04-triangulation-and-validation,15,6,5,2,2,0.4,0.3667,0,3,True,
petrophysics,advanced,module,m05-rw-sensitivity-and-booking,15,6,4,3,2,0.4,0.4389,0,6,True,
petrophysics,advanced,module,m06-the-expert-standard,15,6,4,2,3,0.4,0.4,0,0,True,
petrophysics,beginner,final,,40,16,8,7,9,0.4,0.4125,0,19,True,
petrophysics,beginner,module,m01-logs-and-the-typewell,15,6,5,2,2,0.4,0.4111,1,6,True,
petrophysics,beginner,module,m02-shale-volume,15,6,4,3,2,0.4,0.45,0,8,True,
petrophysics,beginner,module,m03-porosity,15,6,2,3,4,0.4,0.3833,0,9,True,
petrophysics,beginner,module,m04-resistivity-and-saturation,15,6,5,2,2,0.4,0.4556,0,8,True,
petrophysics,beginner,module,m05-cutoffs-and-net-pay,15,6,2,5,2,0.4,0.4222,0,6,True,
petrophysics,beginner,module,m06-the-interpretation-loop,15,6,5,2,2,0.4,0.4222,0,4,True,
petrophysics,intermediate,final,,42,16,10,6,10,0.381,0.375,0,13,True,
petrophysics,intermediate,module,m01-the-professional-workflow,15,6,3,3,3,0.4,0.4333,0,4,True,
petrophysics,intermediate,module,m02-sonic-porosity,15,6,4,2,3,0.4,0.4333,0,5,True,
petrophysics,intermediate,module,m03-neutron-density-porosity,15,6,5,2,2,0.4,0.3833,0,5,True,
petrophysics,intermediate,module,m04-the-pickett-plot,15,6,5,2,2,0.4,0.4,0,6,True,
petrophysics,intermediate,module,m05-shaly-sand-saturation,15,6,5,2,2,0.4,0.45,0,3,True,
petrophysics,intermediate,module,m06-method-choice-and-reporting,15,6,5,2,2,0.4,0.4,0,1,True,
porepressure,advanced,final,,42,6,16,14,6,0.381,0.3651,1,5,True,
porepressure,advanced,module,m01-from-pressure-to-mud,15,2,6,5,2,0.4,0.3556,1,1,True,
porepressure,advanced,module,m02-the-window,15,2,5,6,2,0.4,0.4222,2,1,True,
porepressure,advanced,module,m03-the-exponent-lever,15,2,5,6,2,0.4,0.4167,2,2,True,
porepressure,advanced,module,m04-bowers-loading,15,3,4,6,2,0.4,0.4333,2,3,True,
porepressure,advanced,module,m05-unloading-and-the-crosscheck,15,2,5,6,2,0.4,0.4,2,1,True,
porepressure,advanced,module,m06-the-window-workflow,15,2,5,6,2,0.4,0.4,2,2,True,
porepressure,beginner,final,,42,12,12,9,9,0.2857,0.2857,0,11,True,
porepressure,beginner,module,m01-pressure-in-the-subsurface,15,3,3,6,3,0.4,0.2889,3,9,True,
porepressure,beginner,module,m02-the-hydrostatic-column,15,2,4,5,4,0.3333,0.3056,1,4,True,
porepressure,beginner,module,m03-overburden,15,2,5,5,3,0.3333,0.3444,2,4,True,
porepressure,beginner,module,m04-the-compaction-trend,15,3,4,4,4,0.2667,0.2889,1,4,True,
porepressure,beginner,module,m05-reading-the-frame,15,4,4,4,3,0.2667,0.2667,0,0,True,
porepressure,beginner,module,m06-the-pore-pressure-workflow,15,4,4,4,3,0.2667,0.3,1,1,True,
porepressure,intermediate,final,,42,7,16,13,6,0.381,0.3611,1,12,True,
porepressure,intermediate,module,m01-from-departure-to-pressure,15,4,2,5,4,0.3333,0.3333,2,1,True,
porepressure,intermediate,module,m02-the-eaton-ratio,15,2,6,4,3,0.4,0.3389,1,5,True,
porepressure,intermediate,module,m03-the-prognosis-down-the-well,15,3,6,4,2,0.4,0.3667,1,4,True,
porepressure,intermediate,module,m04-the-trend-lever,15,2,6,3,4,0.4,0.3667,1,1,True,
porepressure,intermediate,module,m05-fracture-pressure,15,3,6,3,3,0.4,0.3889,1,2,True,
porepressure,intermediate,module,m06-the-prognosis-workflow,15,2,6,5,2,0.4,0.4,1,3,True,
portfolio,advanced,final,,42,10,10,10,12,0.2857,0.2857,3,5,True,
portfolio,advanced,module,m01-portfolio-risk-by-simulation,15,3,4,4,4,0.2667,0.2667,1,1,True,
portfolio,advanced,module,m02-correlation,15,4,5,2,4,0.3333,0.3222,0,4,True,
portfolio,advanced,module,m03-joint-venture-shares,15,4,3,4,4,0.2667,0.2667,0,3,True,
portfolio,advanced,module,m04-refusals-and-flags,15,4,4,3,4,0.2667,0.2667,0,0,True,
portfolio,advanced,module,m05-numbers-to-distrust,15,3,4,4,4,0.2667,0.2667,1,3,True,
portfolio,advanced,module,m06-the-expert-reading,15,4,3,5,3,0.3333,0.3333,2,3,True,
portfolio,beginner,final,,42,10,11,11,10,0.2619,0.2857,1,6,True,
portfolio,beginner,module,m01-capital-is-a-constraint,15,4,4,3,4,0.2667,0.2667,0,1,True,
portfolio,beginner,module,m02-risking-a-project,15,4,4,3,4,0.2667,0.2667,0,3,True,
portfolio,beginner,module,m03-choosing-under-a-budget,15,4,4,3,4,0.2667,0.2667,0,4,True,
portfolio,beginner,module,m04-the-efficient-frontier,15,4,3,4,4,0.2667,0.3,1,3,True,
portfolio,beginner,module,m05-the-grid-under-the-answer,15,4,4,3,4,0.2667,0.3,0,3,True,
portfolio,beginner,module,m06-the-associate-reading,15,4,4,3,4,0.2667,0.2667,0,1,True,
portfolio,intermediate,final,,42,12,11,10,9,0.2857,0.2857,0,4,True,
portfolio,intermediate,module,m01-an-afe-is-a-promise,15,3,4,4,4,0.2667,0.2667,1,3,True,
portfolio,intermediate,module,m02-one-forecast-rule,15,4,4,4,3,0.2667,0.2667,0,4,True,
portfolio,intermediate,module,m03-earned-value,15,4,4,4,3,0.2667,0.3,1,2,True,
portfolio,intermediate,module,m04-the-as-of-date,15,4,4,3,4,0.2667,0.2667,0,1,True,
portfolio,intermediate,module,m05-the-s-curve,15,4,3,4,4,0.2667,0.2667,0,0,True,
portfolio,intermediate,module,m06-the-professional-reading,15,4,3,4,4,0.2667,0.2667,0,1,True,
producedwater,advanced,final,,42,12,9,9,12,0.2857,0.2857,0,2,True,
producedwater,advanced,module,m01-the-coupling,15,4,4,4,3,0.2667,0.2667,0,1,True,
producedwater,advanced,module,m02-the-medians-and-the-grid,15,4,4,4,3,0.2667,0.2667,0,1,True,
producedwater,advanced,module,m03-not-answering,15,4,4,4,3,0.2667,0.2667,0,1,True,
producedwater,advanced,module,m04-the-band-and-the-balance,15,4,4,4,3,0.2667,0.2667,0,1,True,
producedwater,advanced,module,m05-what-a-gate-can-catch,15,4,4,4,3,0.2667,0.2667,0,0,True,
producedwater,advanced,module,m06-where-the-method-stops,15,4,4,4,3,0.2667,0.2667,0,2,True,
producedwater,beginner,final,,42,12,14,9,7,0.3333,0.3333,1,1,True,
producedwater,beginner,module,m01-what-this-engine-answers,15,4,5,4,2,0.3333,0.3333,1,1,True,
producedwater,beginner,module,m02-the-water-and-the-oil,15,4,4,4,3,0.2667,0.2667,0,2,True,
producedwater,beginner,module,m03-the-droplets,15,4,4,4,3,0.2667,0.3,1,1,True,
producedwater,beginner,module,m04-a-droplets-rise,15,4,4,4,3,0.2667,0.2667,0,1,True,
producedwater,beginner,module,m05-the-gravity-devices,15,4,4,3,4,0.2667,0.2667,0,3,True,
producedwater,beginner,module,m06-the-associate-reading,15,4,5,3,3,0.3333,0.3333,1,0,True,
producedwater,intermediate,final,,42,12,12,9,9,0.2857,0.2976,0,9,True,
producedwater,intermediate,module,m01-grade-efficiency,15,3,4,4,4,0.2667,0.2667,1,2,True,
producedwater,intermediate,module,m02-the-hydrocyclone,15,4,3,4,4,0.2667,0.2667,0,1,True,
producedwater,intermediate,module,m03-the-operating-envelope,15,4,3,4,4,0.2667,0.3,2,5,True,
producedwater,intermediate,module,m04-flotation,15,4,4,4,3,0.2667,0.2667,0,3,True,
producedwater,intermediate,module,m05-the-bed,15,4,5,3,3,0.3333,0.3,1,4,True,
producedwater,intermediate,module,m06-the-professional-reading,15,3,4,4,4,0.2667,0.3,1,3,True,
qra,advanced,final,,42,10,11,11,10,0.2619,0.2619,1,9,True,
qra,advanced,module,m01-the-alarp-regions,15,3,4,4,4,0.2667,0.3,1,1,True,
qra,advanced,module,m02-the-benefit-of-a-measure,15,3,5,3,4,0.3333,0.3333,1,3,True,
qra,advanced,module,m03-discounting-and-the-icaf,15,3,3,5,4,0.3333,0.3,3,4,True,
qra,advanced,module,m04-gross-disproportion,15,3,3,5,4,0.3333,0.3333,2,2,True,
qra,advanced,module,m05-what-the-engine-does-not-know,15,3,5,4,3,0.3333,0.3333,1,2,True,
qra,advanced,module,m06-judgement-end-to-end,15,3,4,4,4,0.2667,0.2667,1,1,True,
qra,beginner,final,,42,11,8,12,11,0.2857,0.2937,0,8,True,
qra,beginner,module,m01-what-a-qra-answers,15,3,4,5,3,0.3333,0.3333,2,2,True,
qra,beginner,module,m02-event-trees,15,3,4,5,3,0.3333,0.3333,2,1,True,
qra,beginner,module,m03-a-flammable-release,15,2,4,6,3,0.4,0.3667,2,4,True,
qra,beginner,module,m04-location-specific-individual-risk,15,3,5,3,4,0.3333,0.3,1,3,True,
qra,beginner,module,m05-individual-risk-per-annum,15,3,4,4,4,0.2667,0.2667,1,0,True,
qra,beginner,module,m06-one-person-end-to-end,15,3,4,5,3,0.3333,0.3333,2,3,True,
qra,intermediate,final,,42,7,11,12,12,0.2857,0.3036,2,19,True,
qra,intermediate,module,m01-potential-loss-of-life,15,4,5,3,3,0.3333,0.25,0,7,True,
qra,intermediate,module,m02-the-fatal-accident-rate,15,3,5,3,4,0.3333,0.3222,1,5,True,
qra,intermediate,module,m03-the-f-n-curve,15,4,3,4,4,0.2667,0.2667,0,5,True,
qra,intermediate,module,m04-criterion-lines,15,4,4,5,2,0.3333,0.3111,0,11,True,
qra,intermediate,module,m05-one-published-point-and-the-boundary,15,4,3,4,4,0.2667,0.3111,2,5,True,
qra,intermediate,module,m06-societal-risk-end-to-end,15,2,4,6,3,0.4,0.3667,2,4,True,
refinery,advanced,final,,42,6,13,13,10,0.3095,0.2897,1,30,True,
refinery,advanced,module,m01-one-shape-three-ledgers,15,3,5,3,4,0.3333,0.3167,3,4,True,
